Address	Status-Code	Status-Text	Type	Size	Title	Date	Level	Links Out	Links In	Server	Error	Duration	Charset	Description	Keywords
https://www.philadelphiafed.org/surveys-and-data/tbond	200	ok	text/html	23087	Data Files - Survey of Professional Forecasters (TBOND)		4	61	1			00:08.038	utf-8		
https://www.philadelphiafed.org/surveys-and-data/rgdp	200	ok	text/html	23778	Data Files - Survey of Professional Forecasters (RGDP)		4	64	1			00:02.402	utf-8		
https://www.philadelphiafed.org/surveys-and-data/rconsum	200	ok	text/html	23769	Data Files - Survey of Professional Forecasters (RCONSUM)		4	64	1			00:02.963	utf-8		
https://www.philadelphiafed.org/surveys-and-data/rnresin	200	ok	text/html	23783	Data Files - Survey of Professional Forecasters (RNRESIN)		4	64	1			00:01.333	utf-8		
https://www.philadelphiafed.org/surveys-and-data/rresinv	200	ok	text/html	23764	Data Files - Survey of Professional Forecasters (RRESINV)		4	64	1			00:06.657	utf-8		
https://www.philadelphiafed.org/surveys-and-data/rfedgov	200	ok	text/html	23825	Data Files - Survey of Professional Forecasters (RFEDGOV)		4	64	1			00:01.836	utf-8		
https://www.philadelphiafed.org/surveys-and-data/rslgov	200	ok	text/html	23815	Data Files - Survey of Professional Forecasters (RSLGOV)		4	64	1			00:01.727	utf-8		
https://www.philadelphiafed.org/surveys-and-data/rcbi	200	ok	text/html	22136	Data Files - Survey of Professional Forecasters (RCBI)		4	58	1			00:03.884	utf-8		
https://www.philadelphiafed.org/surveys-and-data/rexport	200	ok	text/html	22058	Data Files - Survey of Professional Forecasters (REXPORT)		4	57	1			00:05.214	utf-8		
https://www.philadelphiafed.org/surveys-and-data/cpi-spf	200	ok	text/html	23177	Data Files - Survey of Professional Forecasters (CPI)		4	62	1			00:06.896	utf-8		
https://www.philadelphiafed.org/surveys-and-data/corecpi	200	ok	text/html	22296	Data Files - Survey of Professional Forecasters (CORECPI)		4	58	1			00:04.859	utf-8		
https://www.philadelphiafed.org/surveys-and-data/pce	200	ok	text/html	22363	Data Files - Survey of Professional Forecasters (PCE)		4	59	1			00:03.402	utf-8		
https://www.philadelphiafed.org/surveys-and-data/corepce	200	ok	text/html	22450	Data Files - Survey of Professional Forecasters (COREPCE)		4	59	1			00:04.049	utf-8		
https://www.philadelphiafed.org/surveys-and-data/cpi5yr	200	ok	text/html	22283	Data Files - Survey of Professional Forecasters (CPI5YR)		4	58	1			00:01.597	utf-8		
https://www.philadelphiafed.org/surveys-and-data/pce5yr	200	ok	text/html	22283	Data Files - Survey of Professional Forecasters (PCE5YR)		4	58	1			00:04.040	utf-8		
https://www.philadelphiafed.org/surveys-and-data/cpi10	200	ok	text/html	22266	Data Files - Survey of Professional Forecasters (CPI10)		4	58	1			00:03.909	utf-8		
https://www.philadelphiafed.org/surveys-and-data/pce10	200	ok	text/html	22266	Data Files - Survey of Professional Forecasters (PCE10)		4	58	1			00:02.602	utf-8		
https://www.philadelphiafed.org/surveys-and-data/rgdp10	200	ok	text/html	22330	Data Files - Survey of Professional Forecasters (RGDP10)		4	58	1			00:06.767	utf-8		
https://www.philadelphiafed.org/surveys-and-data/prod10	200	ok	text/html	22328	Data Files - Survey of Professional Forecasters (PROD10)		4	58	1			00:03.920	utf-8		
https://www.philadelphiafed.org/surveys-and-data/stock10	200	ok	text/html	22330	Data Files - Survey of Professional Forecasters (STOCK10)		4	58	1			00:04.012	utf-8		
https://www.philadelphiafed.org/surveys-and-data/bond10	200	ok	text/html	22622	Data Files - Survey of Professional Forecasters (BOND10)		4	58	1			00:02.905	utf-8		
https://www.philadelphiafed.org/surveys-and-data/bill10	200	ok	text/html	22324	Data Files - Survey of Professional Forecasters (BILL10)		4	58	1			00:05.235	utf-8		
https://www.philadelphiafed.org/surveys-and-data/ubar	200	ok	text/html	22205	Data Files - Survey of Professional Forecasters (UBAR)		4	58	1			00:02.879	utf-8		
https://www.philadelphiafed.org/surveys-and-data/prgdp	200	ok	text/html	21965	Data Files - Survey of Professional Forecasters (PRGDP)		4	56	1			00:08.342	utf-8		
https://www.philadelphiafed.org/surveys-and-data/prpgdp	200	ok	text/html	22015	Data Files - Survey of Professional Forecasters (PRPGDP)		4	56	1			00:04.421	utf-8		
https://www.philadelphiafed.org/surveys-and-data/prccpi	200	ok	text/html	21866	Data Files - Survey of Professional Forecasters (PRCCPI)		4	56	1			00:02.710	utf-8		
https://www.philadelphiafed.org/surveys-and-data/prcpce	200	ok	text/html	21866	Data Files - Survey of Professional Forecasters (PRCPCE)		4	56	1			00:02.429	utf-8		
https://www.philadelphiafed.org/surveys-and-data/prunemp	200	ok	text/html	21884	Data Files - Survey of Professional Forecasters (PRUNEMP)		4	56	1			00:05.794	utf-8		
https://www.philadelphiafed.org/surveys-and-data/recess	200	ok	text/html	22209	Data Files - Survey of Professional Forecasters (RECESS)		4	57	1			00:02.595	utf-8		
https://www.philadelphiafed.org/surveys-and-data/spr_tbond_tbill	200	ok	text/html	22489	Data Files - Survey of Professional Forecasters (SPR_TBOND_TBILL)		4	58	1			00:00.688	utf-8		
https://www.philadelphiafed.org/surveys-and-data/spr_baa_aaa	200	ok	text/html	22441	Data Files - Survey of Professional Forecasters (SPR_BAA_AAA)		4	58	1			00:04.377	utf-8		
https://www.philadelphiafed.org/surveys-and-data/spr_baa_tbond	200	ok	text/html	22465	Data Files - Survey of Professional Forecasters (SPR_BAA_TBOND)		4	58	1			00:02.684	utf-8		
https://www.philadelphiafed.org/surveys-and-data/spr_aaa_tbond	200	ok	text/html	22465	Data Files - Survey of Professional Forecasters (SPR_AAA_TBOND)		4	58	1			00:02.982	utf-8		
https://www.philadelphiafed.org/surveys-and-data/cpif5	200	ok	text/html	22436	Historical Data Files for the Survey of Professional Forecasters		4	58	1			00:03.862	utf-8		
https://www.philadelphiafed.org/surveys-and-data/pcef5	200	ok	text/html	22436	Historical Data Files for the Survey of Professional Forecasters		4	58	1			00:02.922	utf-8		
https://www.philadelphiafed.org/surveys-and-data/rr1_tbill_pgdp	200	ok	text/html	22555	Data Files - Survey of Professional Forecasters (RR1_TBILL_PGDP)		4	58	1			00:03.858	utf-8		
https://www.philadelphiafed.org/surveys-and-data/rr2_tbill_pgdp	200	ok	text/html	22555	Data Files - Survey of Professional Forecasters (RR2_TBILL_PGDP)		4	58	1			00:04.281	utf-8		
https://www.philadelphiafed.org/surveys-and-data/rr3_tbill_pgdp	200	ok	text/html	22743	Data Files - Survey of Professional Forecasters (RR3_TBILL_PGDP)		4	58	1			00:02.798	utf-8		
https://www.philadelphiafed.org/surveys-and-data/rr1_tbill_cpi	200	ok	text/html	22592	Data Files - Survey of Professional Forecasters (RR1_TBILL_CPI)		4	58	1			00:05.134	utf-8		
https://www.philadelphiafed.org/surveys-and-data/rr2_tbill_cpi	200	ok	text/html	22713	3-Month Treasury Bill Deflated by Next-Quarter CPI Inflation (RR2_TBILL_CPI)		4	58	1			00:02.781	utf-8		
https://www.philadelphiafed.org/surveys-and-data/rr3_tbill_cpi	200	ok	text/html	22676	Data Files - Survey of Professional Forecasters (RR3_TBILL_CPI)		4	58	1			00:06.683	utf-8		
https://www.philadelphiafed.org/surveys-and-data/rr1_tbill_ccpi	200	ok	text/html	22621	Data Files - Survey of Professional Forecasters (RR1_TBILL_CCPI)		4	58	1			00:01.566	utf-8		
https://www.philadelphiafed.org/surveys-and-data/rr2_tbill_ccpi	200	ok	text/html	22621	Data Files - Survey of Professional Forecasters (RR2_TBILL_CCPI)		4	58	1			00:08.030	utf-8		
https://www.philadelphiafed.org/surveys-and-data/rr3_tbill_ccpi	200	ok	text/html	22715	Data Files - Survey of Professional Forecasters (RR3_TBILL_CCPI)		4	58	1			00:00.782	utf-8		
https://www.philadelphiafed.org/surveys-and-data/rr1_tbill_pce	200	ok	text/html	22592	Data Files - Survey of Professional Forecasters (RR1_TBILL_PCE)		4	58	1			00:03.652	utf-8		
https://www.philadelphiafed.org/surveys-and-data/rr2_tbill_pce	200	ok	text/html	22592	Data Files - Survey of Professional Forecasters (RR2_TBILL_PCE)		4	58	1			00:04.102	utf-8		
https://www.philadelphiafed.org/surveys-and-data/rr3_tbill_pce	200	ok	text/html	22676	Data Files - Survey of Professional Forecasters (RR3_TBILL_PCE)		4	58	1			00:04.487	utf-8		
https://www.philadelphiafed.org/surveys-and-data/rr1_tbill_cpce	200	ok	text/html	22621	Data Files - Survey of Professional Forecasters (RR1_TBILL_CPCE)		4	58	1			00:03.858	utf-8		
https://www.philadelphiafed.org/surveys-and-data/rr2_tbill_cpce	200	ok	text/html	22621	Data Files - Survey of Professional Forecasters (RR2_TBILL_CPCE)		4	58	1			00:06.275	utf-8		
https://www.philadelphiafed.org/surveys-and-data/rr3_tbill_cpce	200	ok	text/html	22715	Data Files - Survey of Professional Forecasters (RR3_TBILL_CPCE)		4	58	1			00:04.269	utf-8		
https://www.facebook.com/sharer.php?u=https://www.philadelphiafed.org/surveys-and-data/data-files	200	ok	text/html		Facebook		4	1	1			00:00.079	utf-8		
https://twitter.com/intent/tweet?url=https%3A%2F%2Fwww.philadelphiafed.org%2Fsurveys-and-data%2Fdata-files&text=Data Files - Survey of Professional Forecasters	200	ok	text/plain	159	Twitter		4	1	1	tsa_b		00:00.159	utf-8		
https://www.linkedin.com/shareArticle?mini=true&source=FRBP&url=https%3A%2F%2Fwww.philadelphiafed.org%2Fsurveys-and-data%2Fdata-files&title=Data Files - Survey of Professional Forecasters	200	ok			LinkedIn		4	1	1			00:00.110	utf-8		
https://www.philadelphiafed.org/consumer-finance/consumer-credit/deconstructing-mechanics-liens	200	ok	text/html	23697	Deconstructing Mechanic’s Liens		4	59	1			00:04.612	utf-8		
https://www.philadelphiafed.org/consumer-finance/consumer-credit/combining-forces-to-combat-elder-financial-victimization	200	ok	text/html	23889	Combining Forces to Combat Elder Financial Victimization		4	58	1			00:04.021	utf-8		
https://www.philadelphiafed.org/search-results/person?searchfilter=computedauthornames_sm|Jeanne R. Rentezelas	200	ok	text/html	21715	People Search Results		4	46	1			00:06.803	utf-8		
https://m.facebook.com/sharer.php?u=https%3A%2F%2Fwww.philadelphiafed.org%2Fconsumer-finance%2Feducation-finance%2Funderstanding-older-student-loan-borrowers	200	ok	text/html		redir		4	1	1			00:00.080	utf-8		
https://www.philadelphiafed.org/-/media/frbp/assets/images/content/press-release/mic-pen-notepad/subsectionbanner-mic-pen-notepad.jpg	200	ok	image/jpeg	210708	A spiral notebook with a pen and microphone sitting on top	29.05.2020  05:03:13	3		4			00:04.007	utf-8		
https://www.facebook.com/sharer.php?u=https://www.philadelphiafed.org/community-development/workforce-and-economic-development/220406-fed-president-harker-says-inflation-is-running-far-too-high	200	ok	text/html		Facebook		3	1	1			00:00.110	utf-8		
https://twitter.com/intent/tweet?url=https%3A%2F%2Fwww.philadelphiafed.org%2Fcommunity-development%2Fworkforce-and-economic-development%2F220406-fed-president-harker-says-inflation-is-running-far-too-high&text=Fed President Harker Says Inflation Is Running %E2%80%9CFar Too High%E2%80%9D	200	ok	text/plain	236	Twitter		3	1	1	tsa_b		00:00.219	utf-8		
https://www.linkedin.com/shareArticle?mini=true&source=FRBP&url=https%3A%2F%2Fwww.philadelphiafed.org%2Fcommunity-development%2Fworkforce-and-economic-development%2F220406-fed-president-harker-says-inflation-is-running-far-too-high&title=Fed President Harker Says Inflation Is Running %E2%80%9CFar Too High%E2%80%9D	200	ok			LinkedIn		3	1	1			00:00.034	utf-8		
mailto:daneil.mazone@phil.frb.org	-6	mail host ok			Daneil Mazone		2		12			00:00.000	utf-8		
https://www.philadelphiafed.org/-/media/frbp/assets/surveys-and-data/survey-of-professional-forecasters/2009/spfq309_special-questions.xls?la=en&hash=169761BED18BCE69719D42261BB3C5C9	200	ok	application/vnd.ms-excel	90112	individual responses to the special questions	30.12.2014  20:09:06	4		1			00:03.574	utf-8		
https://www.facebook.com/sharer.php?u=https://www.philadelphiafed.org/surveys-and-data/real-time-data-research/survq309_special-questions	200	ok	text/html		Facebook		4	1	1			00:00.065	utf-8		
https://twitter.com/intent/tweet?url=https%3A%2F%2Fwww.philadelphiafed.org%2Fsurveys-and-data%2Freal-time-data-research%2Fsurvq309_special-questions&text=Special Questions	200	ok	text/plain	162	Twitter		4	1	1	tsa_b		00:00.156	utf-8		
https://www.linkedin.com/shareArticle?mini=true&source=FRBP&url=https%3A%2F%2Fwww.philadelphiafed.org%2Fsurveys-and-data%2Freal-time-data-research%2Fsurvq309_special-questions&title=Special Questions	200	ok			LinkedIn		4	1	1			00:00.113	utf-8		
http://chamberphl.com/	200	ok			Chamber of Commerce for Greater Philadelphia&rsquo;s website		3	1	1	cloudflare		00:00.079	utf-8		
https://www.philadelphiafed.org/-/media/frbp/assets/institutional/about-us/2023-gpcc-survey.pdf	200	ok	application/pdf	961214	2023 Chamber of Commerce for Greater Philadelphia Economic Outlook Survey	13.01.2023  19:46:26	3		1			00:04.261	utf-8		
https://www.philadelphiafed.org/-/media/frbp/assets/surveys-and-data/survey-of-professional-forecasters/2009/spfq409_special-questions.xls?la=en&hash=8F4073D00C0E09A202C25EF46FD0C14F	200	ok	application/vnd.ms-excel	85504	individual responses to the special questions	30.12.2014  20:09:09	4		1			00:03.740	utf-8		
https://www.facebook.com/sharer.php?u=https://www.philadelphiafed.org/surveys-and-data/real-time-data-research/survq409_special-questions	200	ok	text/html		Facebook		4	1	1			00:00.094	utf-8		
https://twitter.com/intent/tweet?url=https%3A%2F%2Fwww.philadelphiafed.org%2Fsurveys-and-data%2Freal-time-data-research%2Fsurvq409_special-questions&text=Special Questions	200	ok	text/plain	163	Twitter		4	1	1	tsa_b		00:00.189	utf-8		
https://www.linkedin.com/shareArticle?mini=true&source=FRBP&url=https%3A%2F%2Fwww.philadelphiafed.org%2Fsurveys-and-data%2Freal-time-data-research%2Fsurvq409_special-questions&title=Special Questions	200	ok			LinkedIn		4	1	1			00:00.047	utf-8		
https://www.philadelphiafed.org/-/media/frbp/assets/images/content/consumer-finance/mortgages/woman-apt-window/subsectionbanner-woman-apt-window.jpg	200	ok	image/jpeg	219172	A woman looks down at the street from her apartment window.	04.04.2022  17:27:37	4		1			00:05.227	utf-8		
https://www.facebook.com/sharer.php?u=https://www.philadelphiafed.org/consumer-finance/mortgage-markets/more-than-shelter-the-effects-of-rental-eviction-moratoria-on-household-well-being	200	ok	text/html		Facebook		4	1	1			00:00.063	utf-8		
https://twitter.com/intent/tweet?url=https%3A%2F%2Fwww.philadelphiafed.org%2Fconsumer-finance%2Fmortgage-markets%2Fmore-than-shelter-the-effects-of-rental-eviction-moratoria-on-household-well-being&text=More Than Shelter: The E%EF%AC%80ects of Rental Eviction Moratoria on Household Well-Being	200	ok	text/plain	243	Twitter		4	1	1	tsa_b		00:00.031	utf-8		
https://www.linkedin.com/shareArticle?mini=true&source=FRBP&url=https%3A%2F%2Fwww.philadelphiafed.org%2Fconsumer-finance%2Fmortgage-markets%2Fmore-than-shelter-the-effects-of-rental-eviction-moratoria-on-household-well-being&title=More Than Shelter: The E%EF%AC%80ects of Rental Eviction Moratoria on Household Well-Being	200	ok			LinkedIn		4	1	1			00:00.062	utf-8		
https://www.philadelphiafed.org/-/media/frbp/assets/working-papers/2022/wp22-10.pdf	200	ok	application/pdf	349533	Download	04.04.2022  17:28:24	4		1			00:03.748	utf-8		
https://www.philadelphiafed.org/consumer-finance/mortgage-markets/recent-data-on-mortgage-forbearance-borrower-uptake-and-understanding-of-lender-accommodations	200	ok	text/html	31291	Recent Data on Mortgage Forbearance: Borrower Uptake and Understanding of Lender Accommodations		3	68	4			00:02.186	utf-8		
https://www.philadelphiafed.org/consumer-finance/covid-19-relief-programs-have-helped-consumer-financial-well-being	200	ok	text/html	30356	COVID-19 Relief Programs Have Helped Consumer Financial Well-Being		4	63	5			00:03.142	utf-8		
https://www.philadelphiafed.org/-/media/frbp/assets/images/people/experts/vickery_james_20_09.jpg	200	ok	image/jpeg	208047	James Vickery	26.09.2020  02:25:57	3		1			00:02.159	utf-8		
mailto:James.Vickery@phil.frb.org	-6	mail host ok			James.Vickery@phil.frb.org		3		1			00:00.000	utf-8		
tel:(215) 574-6549	-3	skip type			(215) 574-6549		3		1			00:00.000	utf-8		
https://www.philadelphiafed.org/-/media/frbp/assets/people/curricula-vitae/vita_vickery.pdf	200	ok	application/pdf	172176	Download CV	21.09.2022  13:05:02	3		1			00:04.860	utf-8		
https://www.sites.google.com/view/james-vickery	200	ok	application/binary		Personal Website		3	1	1	ESF		00:00.126	utf-8		
https://www.philadelphiafed.org/the-economy/banking-and-financial-markets/defragmenting-markets-evidence-from-agency-mbs	200	ok	text/html	29270	Defragmenting Markets: Evidence from Agency MBS		3	63	1			00:02.749	utf-8		
https://www.philadelphiafed.org/search-results/person?searchfilter=computedauthornames_sm|James Vickery	200	ok	text/html	27641	People Search Results		3	46	1			00:06.254	utf-8		
https://twitter.com/intent/tweet?url=https%3A%2F%2Fwww.philadelphiafed.org%2Fconsumer-finance%2Fpayment-systems%2Fcentral-bank-digital-currency-central-banking-for-all&text=Central%20Bank%20Digital%20Currency:%20Central%20Banking%20For%20All	200	ok	text/plain	192	redir		4		1	tsa_b		00:00.094	utf-8		
https://www.facebook.com/sharer.php?u=https://www.philadelphiafed.org/the-economy/banking-and-financial-markets/understanding-the-effects-of-us-home-price-shocks-on-household-consumption-and-output	200	ok	text/html		Facebook		3	1	1			00:00.062	utf-8		
https://twitter.com/intent/tweet?url=https%3A%2F%2Fwww.philadelphiafed.org%2Fthe-economy%2Fbanking-and-financial-markets%2Funderstanding-the-effects-of-us-home-price-shocks-on-household-consumption-and-output&text=Understanding the Effects of U.S. Home Price Shocks on Household Consumption and Output	200	ok	text/plain	240	Twitter		3	1	1	tsa_b		00:00.031	utf-8		
https://www.linkedin.com/shareArticle?mini=true&source=FRBP&url=https%3A%2F%2Fwww.philadelphiafed.org%2Fthe-economy%2Fbanking-and-financial-markets%2Funderstanding-the-effects-of-us-home-price-shocks-on-household-consumption-and-output&title=Understanding the Effects of U.S. Home Price Shocks on Household Consumption and Output	200	ok			LinkedIn		3	1	1			00:00.109	utf-8		
https://www.facebook.com/sharer.php?u=https://www.philadelphiafed.org/the-economy/regional-economics/marking-nber-recessions-with-state-data	200	ok	text/html		Facebook		3	1	1			00:00.079	utf-8		
https://twitter.com/intent/tweet?url=https%3A%2F%2Fwww.philadelphiafed.org%2Fthe-economy%2Fregional-economics%2Fmarking-nber-recessions-with-state-data&text=Marking NBER Recessions with State Data	200	ok	text/plain	179	Twitter		3	1	1	tsa_b		00:00.047	utf-8		
https://www.linkedin.com/shareArticle?mini=true&source=FRBP&url=https%3A%2F%2Fwww.philadelphiafed.org%2Fthe-economy%2Fregional-economics%2Fmarking-nber-recessions-with-state-data&title=Marking NBER Recessions with State Data	200	ok			LinkedIn		3	1	1			00:00.112	utf-8		
https://www.philadelphiafed.org/-/media/frbp/assets/economy/reports/research-rap/2008/marking-nber-recessions-with-state-data.pdf	200	ok	application/pdf	245272	Download	18.11.2020  20:38:09	3		1			00:04.112	utf-8		
https://www.philadelphiafed.org/-/media/frbp/assets/images/content/the-economy/the-economy/couple-mountain-ranch/subsectionbanner-couple-mountain-ranch.jpg?la=en	200	ok	image/jpeg	359493		09.03.2021  15:49:13	5		1			00:02.524	utf-8		
https://www.facebook.com/sharer.php?u=https://www.philadelphiafed.org/the-economy/monetary-policy/the-graying-of-household-debt-in-the-us	200	ok	text/html		Facebook		5	1	1			00:00.078	utf-8		
https://twitter.com/intent/tweet?url=https%3A%2F%2Fwww.philadelphiafed.org%2Fthe-economy%2Fmonetary-policy%2Fthe-graying-of-household-debt-in-the-us&text=The Graying of Household Debt in the U.S.	200	ok	text/plain	181	Twitter		5	1	1	tsa_b		00:00.094	utf-8		
https://www.linkedin.com/shareArticle?mini=true&source=FRBP&url=https%3A%2F%2Fwww.philadelphiafed.org%2Fthe-economy%2Fmonetary-policy%2Fthe-graying-of-household-debt-in-the-us&title=The Graying of Household Debt in the U.S.	200	ok			LinkedIn		5	1	1			00:00.110	utf-8		
https://www.philadelphiafed.org/-/media/frbp/assets/economy/articles/economic-insights/2021/q1/eiq121-graying-of-household-debt.pdf?la=en	200	ok	application/pdf	2506199	Download	19.03.2021  23:41:37	5		1			00:03.632	utf-8		
https://www.philadelphiafed.org/-/media/frbp/assets/economy/articles/economic-insights/2021/q1/eiq121.pdf	200	ok	application/pdf	9976624	full issue	19.03.2021  23:42:37	4		3			00:03.792	utf-8		
https://m.facebook.com/login.php?skip_api_login=1&api_key=966242223397117&signed_next=1&next=https%3A%2F%2Fm.facebook.com%2Fsharer.php%3Fu%3Dhttps%253A%252F%252Fwww.philadelphiafed.org%252Fconsumer-finance%252Fpayment-systems%252Fcentral-bank-digital-currency-central-banking-for-all&cancel_url=https%3A%2F%2Fm.facebook.com%2Fdialog%2Fclose_window%2F%3Fapp_id%3D966242223397117%26connect%3D0%23_%3D_&display=touch&locale=en_US&_rdr	200	ok	text/html		redir		5		1			00:00.169	utf-8		
https://www.philadelphiafed.org/-/media/frbp/assets/images/content/consumer-finance/student-debt/running-up-stairs/subsectionbanner-running-up-stairs.jpg	200	ok	image/jpeg	408373	Students with backpacks running up concrete steps toward a college academic building	29.05.2020  05:03:11	3		2			00:02.202	utf-8		
https://www.facebook.com/sharer.php?u=https://www.philadelphiafed.org/the-economy/regional-economics/fast-locations-and-slowing-labor-mobility	200	ok	text/html		Facebook		3	1	1			00:00.064	utf-8		
https://twitter.com/intent/tweet?url=https%3A%2F%2Fwww.philadelphiafed.org%2Fthe-economy%2Fregional-economics%2Ffast-locations-and-slowing-labor-mobility&text=Fast Locations and Slowing Mobility	200	ok	text/plain	175	Twitter		3	1	1	tsa_b		00:00.093	utf-8		
https://www.linkedin.com/shareArticle?mini=true&source=FRBP&url=https%3A%2F%2Fwww.philadelphiafed.org%2Fthe-economy%2Fregional-economics%2Ffast-locations-and-slowing-labor-mobility&title=Fast Locations and Slowing Mobility	200	ok			LinkedIn		3	1	1			00:00.112	utf-8		
https://www.philadelphiafed.org/-/media/frbp/assets/working-papers/2019/wp19-49.pdf	200	ok	application/pdf	3076707	Download	06.05.2021  17:29:18	3		1			00:01.180	utf-8		
https://www.philadelphiafed.org/the-economy/regional-economics/recent-trends-in-u-s-labor-mobility-not-so-fast	200	ok	text/html	32525	Recent Trends in U.S. Labor Mobility: Not So Fast		3	59	1			00:02.972	utf-8		
mailto:daniel.sanches@phil.frb.org	-6	mail host ok			daniel.sanches@phil.frb.org		3		1			00:00.000	utf-8		
tel:(215) 574-4358	-3	skip type			(215) 574-4358		3		1			00:00.000	utf-8		
https://www.philadelphiafed.org/-/media/frbp/assets/people/curricula-vitae/vita_sanches.pdf	200	ok	application/pdf	407050	Download CV	11.04.2022  16:11:48	3		1			00:02.272	utf-8		
http://sites.google.com/site/drsanche/	200	ok	text/html	181	Personal Website		3	1	1	GSE		00:00.031	utf-8		
https://www.philadelphiafed.org/search-results/person?searchfilter=computedauthornames_sm|Daniel Sanches	200	ok	text/html	39594	People Search Results		3	46	1			00:06.059	utf-8		
https://www.philadelphiafed.org/-/media/frbp/assets/surveys-and-data/mbos/2016/bos0116t.txt	200	ok	text/plain	3755	January 2016 release	03.09.2020  01:08:49	3		1			00:03.657	utf-8		
https://www.philadelphiafed.org/surveys-and-data/regional-economic-analysis/mbos-2023-05	200	ok	text/html	35585	May 2023 Manufacturing Business Outlook Survey		3	68	2			00:03.015	utf-8		
https://www.philadelphiafed.org/surveys-and-data/regional-economic-analysis/mbos-2023-04	200	ok	text/html	40259	April 2023 Manufacturing Business Outlook Survey		3	69	2			00:04.016	utf-8		
https://www.philadelphiafed.org/surveys-and-data/regional-economic-analysis/mbos-2023-03	200	ok	text/html	39808	March 2023 Manufacturing Business Outlook Survey		3	69	2			00:03.989	utf-8		
https://www.philadelphiafed.org/surveys-and-data/regional-economic-analysis/mbos-2023-02	200	ok	text/html	35277	February 2023 Manufacturing Business Outlook Survey		3	68	2			00:03.895	utf-8		
https://www.philadelphiafed.org/surveys-and-data/regional-economic-analysis/mbos-seasonal-adjustment-revisions-2023	200	ok	text/html	28400	Manufacturing Business Outlook Survey – Seasonal Adjustment Revisions		3	62	1			00:04.397	utf-8		
https://www.philadelphiafed.org/the-economy/regional-economics/the-philly-fed-index-turns-50-with-steadfast-success	200	ok	text/html	25819	The Philly Fed Index Turns 50 with Steadfast Success		3	58	2			00:02.978	utf-8		
https://www.philadelphiafed.org/the-economy/regional-economics/what-does-the-philadelphia-feds-business-outlook-survey-say-about-local-activity	200	ok	text/html	23679	What Does the Philadelphia Fed's Business Outlook Survey Say About Local Activity		3	56	1			00:05.529	utf-8		MBOS, Manufacturing Business Outlook Survey
https://www.philadelphiafed.org/-/media/frbp/assets/surveys-and-data/mbos/brso98mt.pdf?la=en&hash=F097F5CA5C611649DA05287564A138A2	200	ok	application/pdf	289081	September/October 1998	03.06.2020  12:55:44	3		1			00:03.371	utf-8		
https://www.philadelphiafed.org/-/media/frbp/assets/surveys-and-data/mbos/brq403tsmt.pdf?la=en&hash=5E4DBE47410BBFA92E4C5FCEB13ECDC7	200	ok	application/pdf	601789	Fourth Quarter 2003	03.06.2020  12:55:42	3		1			00:03.348	utf-8		
https://www.philadelphiafed.org/-/media/frbp/assets/surveys-and-data/mbos/samplebosform.pdf	200	ok	application/pdf	30168	Sample Manufacturing Business Outlook Survey Questionnaire	23.01.2020  14:56:52	3		1			00:01.768	utf-8		
https://www.philadelphiafed.org/surveys-and-data/mbos-archives	200	ok	text/html	17312	Error - 404		3	49	1			00:04.949	utf-8		
https://www.philadelphiafed.org/calendar-of-events?release=manufacturing-business-outlook-survey	200	ok	text/html	126396	Calendar of Events		3	65	8			00:06.082	utf-8		speech, blackout, data release, upcoming speeches
https://www.philadelphiafed.org/surveys-and-data/mbos-historical-data	200	ok	text/html	26548	Manufacturing Business Outlook Survey Data		3	74	18			00:04.701	utf-8		Manufacturing Business Outlook Survey Data
https://www.philadelphiafed.org/surveys-and-data/mbos-charts	200	ok	text/html	229543	Manufacturing Business Outlook Survey Visualization		3	65	8			00:04.161	utf-8		Manufacturing Business Outlook Survey Visualization
https://www.philadelphiafed.org/-/media/frbp/assets/surveys-and-data/mbos/digests/bos2022digest.txt	200	ok	text/plain	36817	2022 Digest	19.01.2023  02:03:11	3		1			00:02.405	utf-8		
https://www.philadelphiafed.org/-/media/frbp/assets/surveys-and-data/mbos/digests/bos2021digest.txt	200	ok	text/plain	32310	2021 Digest	19.01.2022  21:09:02	3		1			00:04.424	utf-8		
https://www.philadelphiafed.org/-/media/frbp/assets/surveys-and-data/mbos/digests/bos2020digest.txt	200	ok	text/plain	30214	2020 Digest	21.01.2021  04:08:47	3		1			00:03.297	utf-8		
https://www.philadelphiafed.org/-/media/frbp/assets/surveys-and-data/mbos/digests/bos2019digest.txt	200	ok	text/plain	31007	2019 Digest	24.01.2020  16:56:31	3		1			00:02.631	utf-8		
https://www.philadelphiafed.org/-/media/frbp/assets/surveys-and-data/mbos/digests/bos2018digest.txt	200	ok	text/plain	32662	2018 Digest	24.01.2020  16:49:36	3		1			00:02.835	utf-8		
https://www.philadelphiafed.org/-/media/frbp/assets/surveys-and-data/mbos/digests/bos2017digest.txt	200	ok	text/plain	34911	2017 Digest	24.01.2020  16:49:35	3		1			00:04.545	utf-8		
https://www.philadelphiafed.org/-/media/frbp/assets/surveys-and-data/mbos/digests/bos2016digest.txt	200	ok	text/plain	35399	2016 Digest	24.01.2020  16:49:35	3		1			00:05.494	utf-8		
https://www.philadelphiafed.org/-/media/frbp/assets/surveys-and-data/mbos/digests/bos2015digest.txt	200	ok	text/plain	34078	2015 Digest	24.01.2020  16:49:35	3		1			00:02.781	utf-8		
